,support,itemset,fp,fp_div,fp_t,length,support_count
0,0.05645412130637636,frozenset({'SEXUALITY=Sexuality'}),0.3145539906103286,0.15167711676832088,4.790016272113759,1,726.0
1,0.12480559875583204,frozenset({'GENDER ISSUE=Gender'}),0.2676348547717842,0.10475798092977648,5.104460288891685,1,1605.0
2,0.05062208398133748,frozenset({'DISCRIMINATION=Racial stereotypes'}),0.24651162790697675,0.08363475406496901,2.893581924814219,1,651.0
3,0.20171073094867809,frozenset({'DISCRIMINATION=Race or ethnicity'}),0.23444976076555024,0.0715728869235425,4.116069375258222,1,2594.0
4,0.06298600311041991,frozenset({'SOCIETY=Social setting/impact'}),0.22811671087533156,0.06523983703332381,3.0118991646382853,1,810.0
5,0.06741835147744946,frozenset({'DISCRIMINATION=Religion'}),0.2059800664451827,0.04310319260317497,1.890721582862036,1,867.0
6,0.07527216174183515,frozenset({'OTHER=Time & Events'}),0.19834710743801653,0.03547023359600879,1.7253459232383506,1,968.0
7,1.0,frozenset(),0.16287687384200775,0.0,0.0,0,12860.0
8,0.05870917573872473,frozenset({'CULTURE=Groups/Names'}),0.1561771561771562,-0.006699717664851557,0.2869856824572203,1,755.0
9,0.053421461897356144,frozenset({'GEOPOLITICAL ISSUE=Locations/Geography'}),0.15204678362573099,-0.010830090216276761,0.44561874021139525,1,687.0
10,0.05878693623639191,frozenset({'HEALTH=Health Medicine'}),0.1513353115727003,-0.011541562269307443,0.47698064412978725,1,756.0
11,0.07496111975116641,frozenset({'ABSTRACT CONCEPT=Personal traits/taste'}),0.14988290398126464,-0.01299396986074311,0.6395504115442983,1,964.0
12,0.07138413685847589,frozenset({'GEOPOLITICAL ISSUE=Politics'}),0.14638447971781304,-0.016492394124194704,0.9840635858308839,1,918.0
13,0.09354587869362364,frozenset({'ABSTRACT CONCEPT=Claim/Opinion'}),0.12920353982300886,-0.033673334018998885,2.1761576039566446,1,1203.0
14,0.05451010886469673,frozenset({'VIOLENCE=Threat or Risk'}),0.12469437652811736,-0.03818249731389038,2.137147573198498,1,701.0
15,0.05163297045101089,frozenset({'ABSTRACT CONCEPT=Emotions'}),0.06873614190687362,-0.09414073193513413,7.1340906248732665,1,664.0
